bank,id,voice,duration,peak_dbfs,status,error
VBOF,VOX_JOB_DONATE_01,Gotham Boss,2.04,-1.5,ok,
VB01,VOX_NO_GENERIC_01,Tony - Tough Cocky,1.25,-1.5,ok,
VB02,VOX_NO_GENERIC_01,Syndicate - Top G,1.25,-1.5,ok,
VB03,VOX_NO_GENERIC_01,Pauly - Brooklyn Wise Guy,1.53,-1.5,ok,
VB04,VOX_NO_GENERIC_01,Dante - Dark Mafia,1.53,-1.5,ok,
VB05,VOX_NO_GENERIC_01,David - Deep Southern,1.35,-1.9,ok,
VB06,VOX_NO_GENERIC_01,Antonio - Grumpy Grandpa,1.53,-1.5,ok,
VB07,VOX_NO_GENERIC_01,Jerry B. - NY Italian,1.35,-1.5,ok,
VB08,VOX_NO_GENERIC_01,Austin - Deep Raspy,1.35,-1.6,ok,
VB01,VOX_NO_GENERIC_02,Tony - Tough Cocky,1.02,-1.5,ok,
VB02,VOX_NO_GENERIC_02,Syndicate - Top G,0.93,-2.4,ok,
VB03,VOX_NO_GENERIC_02,Pauly - Brooklyn Wise Guy,1.11,-4.2,ok,
VB04,VOX_NO_GENERIC_02,Dante - Dark Mafia,1.11,-1.5,ok,
VB05,VOX_NO_GENERIC_02,David - Deep Southern,0.93,-2.5,ok,
VB06,VOX_NO_GENERIC_02,Antonio - Grumpy Grandpa,1.16,-1.5,ok,
VB07,VOX_NO_GENERIC_02,Jerry B. - NY Italian,0.98,-2.3,ok,
VB08,VOX_NO_GENERIC_02,Austin - Deep Raspy,0.98,-1.6,ok,
VB01,VOX_NO_GENERIC_03,Tony - Tough Cocky,0.84,-2.1,ok,
VB02,VOX_NO_GENERIC_03,Syndicate - Top G,0.79,-2.2,ok,
VB03,VOX_NO_GENERIC_03,Pauly - Brooklyn Wise Guy,1.11,-3.4,ok,
VB04,VOX_NO_GENERIC_03,Dante - Dark Mafia,0.98,-1.5,ok,
VB05,VOX_NO_GENERIC_03,David - Deep Southern,0.98,-1.6,ok,
VB06,VOX_NO_GENERIC_03,Antonio - Grumpy Grandpa,0.98,-1.5,ok,
VB07,VOX_NO_GENERIC_03,Jerry B. - NY Italian,0.93,-1.5,ok,
VB08,VOX_NO_GENERIC_03,Austin - Deep Raspy,0.98,-1.6,ok,
VB01,VOX_NO_ARMS_01,Tony - Tough Cocky,1.44,-1.5,ok,
VB02,VOX_NO_ARMS_01,Syndicate - Top G,1.44,-1.5,ok,
VB03,VOX_NO_ARMS_01,Pauly - Brooklyn Wise Guy,1.90,-3.5,ok,
VB04,VOX_NO_ARMS_01,Dante - Dark Mafia,1.76,-1.5,ok,
VB05,VOX_NO_ARMS_01,David - Deep Southern,1.67,-2.4,ok,
VB06,VOX_NO_ARMS_01,Antonio - Grumpy Grandpa,1.58,-1.5,ok,
VB07,VOX_NO_ARMS_01,Jerry B. - NY Italian,1.44,-1.5,ok,
VB08,VOX_NO_ARMS_01,Austin - Deep Raspy,1.72,-1.7,ok,
VB01,VOX_NO_REACH_01,Tony - Tough Cocky,1.30,-1.5,ok,
VB02,VOX_NO_REACH_01,Syndicate - Top G,1.21,-1.5,ok,
VB03,VOX_NO_REACH_01,Pauly - Brooklyn Wise Guy,1.53,-1.5,ok,
VB04,VOX_NO_REACH_01,Dante - Dark Mafia,1.49,-1.5,ok,
VB05,VOX_NO_REACH_01,David - Deep Southern,1.25,-3.3,ok,
VB06,VOX_NO_REACH_01,Antonio - Grumpy Grandpa,1.53,-1.5,ok,
VB07,VOX_NO_REACH_01,Jerry B. - NY Italian,1.21,-1.6,ok,
VB08,VOX_NO_REACH_01,Austin - Deep Raspy,1.30,-1.6,ok,
VB01,VOX_NO_MEN_01,Tony - Tough Cocky,1.35,-1.5,ok,
VB02,VOX_NO_MEN_01,Syndicate - Top G,1.49,-2.2,ok,
VB03,VOX_NO_MEN_01,Pauly - Brooklyn Wise Guy,1.90,-2.3,ok,
VB04,VOX_NO_MEN_01,Dante - Dark Mafia,2.00,-1.5,ok,
VB05,VOX_NO_MEN_01,David - Deep Southern,1.53,-1.5,ok,
VB06,VOX_NO_MEN_01,Antonio - Grumpy Grandpa,1.44,-1.5,ok,
VB07,VOX_NO_MEN_01,Jerry B. - NY Italian,1.49,-1.5,ok,
VB08,VOX_NO_MEN_01,Austin - Deep Raspy,1.63,-1.6,ok,
VB03,VOX_HIT_TAKE_01,Pauly - Brooklyn Wise Guy,0.79,-1.6,ok,
VB03,VOX_HIT_TAKE_02,Pauly - Brooklyn Wise Guy,1.35,-1.5,ok,
VB03,VOX_DOWN_CRY_01,Pauly - Brooklyn Wise Guy,0.79,-4.3,ok,
VB03,VOX_DOWN_CRY_03,Pauly - Brooklyn Wise Guy,1.90,-1.6,ok,
VB03,VOX_FIGHT_CURSE_02,Pauly - Brooklyn Wise Guy,0.74,-1.9,ok,
VB01,VOX_HIT_TAKE_01,Tony - Tough Cocky,0.60,-1.5,ok,
VB02,VOX_HIT_TAKE_01,Syndicate - Top G,0.51,-1.6,ok,
VB03,VOX_HIT_TAKE_01,Pauly - Brooklyn Wise Guy,0.84,-1.9,ok,
VB04,VOX_HIT_TAKE_01,Dante - Dark Mafia,0.65,-1.6,ok,
VB05,VOX_HIT_TAKE_01,David - Deep Southern,0.56,-7.0,ok,
VB06,VOX_HIT_TAKE_01,Antonio - Grumpy Grandpa,0.70,-1.6,ok,
VB07,VOX_HIT_TAKE_01,Jerry B. - NY Italian,0.60,-1.5,ok,
VB08,VOX_HIT_TAKE_01,Austin - Deep Raspy,0.65,-6.4,ok,
VB01,VOX_HIT_TAKE_02,Tony - Tough Cocky,1.30,-1.5,ok,
VB02,VOX_HIT_TAKE_02,Syndicate - Top G,0.88,-1.5,ok,
VB04,VOX_HIT_TAKE_02,Dante - Dark Mafia,1.35,-1.5,ok,
VB05,VOX_HIT_TAKE_02,David - Deep Southern,1.02,-6.5,ok,
VB06,VOX_HIT_TAKE_02,Antonio - Grumpy Grandpa,1.25,-1.5,ok,
VB07,VOX_HIT_TAKE_02,Jerry B. - NY Italian,1.07,-1.6,ok,
VB08,VOX_HIT_TAKE_02,Austin - Deep Raspy,1.16,-1.5,ok,
VB01,VOX_HIT_TAKE_03,Tony - Tough Cocky,0.79,-1.5,ok,
VB02,VOX_HIT_TAKE_03,Syndicate - Top G,0.60,-1.6,ok,
VB03,VOX_HIT_TAKE_03,Pauly - Brooklyn Wise Guy,0.98,-3.7,ok,
VB04,VOX_HIT_TAKE_03,Dante - Dark Mafia,0.88,-1.9,ok,
VB05,VOX_HIT_TAKE_03,David - Deep Southern,0.70,-7.6,ok,
VB06,VOX_HIT_TAKE_03,Antonio - Grumpy Grandpa,1.07,-7.8,ok,
VB07,VOX_HIT_TAKE_03,Jerry B. - NY Italian,0.79,-1.5,ok,
VB08,VOX_HIT_TAKE_03,Austin - Deep Raspy,0.98,-1.5,ok,
VB01,VOX_HIT_TAKE_04,Tony - Tough Cocky,1.07,-1.5,ok,
VB02,VOX_HIT_TAKE_04,Syndicate - Top G,0.79,-1.5,ok,
VB03,VOX_HIT_TAKE_04,Pauly - Brooklyn Wise Guy,1.16,-4.2,ok,
VB04,VOX_HIT_TAKE_04,Dante - Dark Mafia,0.98,-2.7,ok,
VB05,VOX_HIT_TAKE_04,David - Deep Southern,0.93,-6.7,ok,
VB06,VOX_HIT_TAKE_04,Antonio - Grumpy Grandpa,1.02,-1.5,ok,
VB07,VOX_HIT_TAKE_04,Jerry B. - NY Italian,1.02,-1.5,ok,
VB08,VOX_HIT_TAKE_04,Austin - Deep Raspy,0.93,-1.7,ok,
VB01,VOX_HIT_TAKE_05,Tony - Tough Cocky,1.16,-1.5,ok,
VB02,VOX_HIT_TAKE_05,Syndicate - Top G,1.02,-1.5,ok,
VB03,VOX_HIT_TAKE_05,Pauly - Brooklyn Wise Guy,1.35,-3.7,ok,
VB04,VOX_HIT_TAKE_05,Dante - Dark Mafia,1.35,-1.5,ok,
VB05,VOX_HIT_TAKE_05,David - Deep Southern,1.30,-5.0,ok,
VB06,VOX_HIT_TAKE_05,Antonio - Grumpy Grandpa,1.21,-1.5,ok,
VB07,VOX_HIT_TAKE_05,Jerry B. - NY Italian,1.07,-1.5,ok,
VB08,VOX_HIT_TAKE_05,Austin - Deep Raspy,1.16,-1.5,ok,
VB01,VOX_HIT_TAKE_06,Tony - Tough Cocky,1.63,-1.6,ok,
VB02,VOX_HIT_TAKE_06,Syndicate - Top G,1.30,-2.2,ok,
VB03,VOX_HIT_TAKE_06,Pauly - Brooklyn Wise Guy,2.00,-2.4,ok,
VB04,VOX_HIT_TAKE_06,Dante - Dark Mafia,1.63,-1.5,ok,
VB05,VOX_HIT_TAKE_06,David - Deep Southern,1.30,-4.4,ok,
VB06,VOX_HIT_TAKE_06,Antonio - Grumpy Grandpa,1.63,-3.7,ok,
VB07,VOX_HIT_TAKE_06,Jerry B. - NY Italian,1.53,-1.5,ok,
VB08,VOX_HIT_TAKE_06,Austin - Deep Raspy,1.67,-1.5,ok,
VB01,VOX_HIT_BAD_01,Tony - Tough Cocky,1.30,-1.5,ok,
VB02,VOX_HIT_BAD_01,Syndicate - Top G,1.07,-1.6,ok,
VB03,VOX_HIT_BAD_01,Pauly - Brooklyn Wise Guy,1.39,-3.1,ok,
VB04,VOX_HIT_BAD_01,Dante - Dark Mafia,1.30,-1.6,ok,
VB05,VOX_HIT_BAD_01,David - Deep Southern,1.35,-6.7,ok,
VB06,VOX_HIT_BAD_01,Antonio - Grumpy Grandpa,1.58,-1.5,ok,
VB07,VOX_HIT_BAD_01,Jerry B. - NY Italian,1.25,-2.8,ok,
VB08,VOX_HIT_BAD_01,Austin - Deep Raspy,1.25,-1.5,ok,
VB01,VOX_HIT_BAD_02,Tony - Tough Cocky,1.39,-1.5,ok,
VB02,VOX_HIT_BAD_02,Syndicate - Top G,1.44,-1.5,ok,
VB03,VOX_HIT_BAD_02,Pauly - Brooklyn Wise Guy,1.67,-1.5,ok,
VB04,VOX_HIT_BAD_02,Dante - Dark Mafia,1.86,-1.5,ok,
VB05,VOX_HIT_BAD_02,David - Deep Southern,1.49,-3.3,ok,
VB06,VOX_HIT_BAD_02,Antonio - Grumpy Grandpa,1.53,-1.5,ok,
VB07,VOX_HIT_BAD_02,Jerry B. - NY Italian,1.39,-1.5,ok,
VB08,VOX_HIT_BAD_02,Austin - Deep Raspy,1.39,-1.6,ok,
VB01,VOX_HIT_BAD_03,Tony - Tough Cocky,1.53,-1.5,ok,
VB02,VOX_HIT_BAD_03,Syndicate - Top G,1.49,-1.9,ok,
VB03,VOX_HIT_BAD_03,Pauly - Brooklyn Wise Guy,1.90,-1.6,ok,
VB04,VOX_HIT_BAD_03,Dante - Dark Mafia,2.09,-1.5,ok,
VB05,VOX_HIT_BAD_03,David - Deep Southern,1.53,-4.1,ok,
VB06,VOX_HIT_BAD_03,Antonio - Grumpy Grandpa,1.90,-4.0,ok,
VB07,VOX_HIT_BAD_03,Jerry B. - NY Italian,1.44,-1.5,ok,
VB08,VOX_HIT_BAD_03,Austin - Deep Raspy,1.58,-1.5,ok,
VB01,VOX_DOWN_CRY_01,Tony - Tough Cocky,0.60,-1.5,ok,
VB02,VOX_DOWN_CRY_01,Syndicate - Top G,0.51,-1.6,ok,
VB03,VOX_DOWN_CRY_01,Pauly - Brooklyn Wise Guy,0.56,-3.6,ok,
VB04,VOX_DOWN_CRY_01,Dante - Dark Mafia,0.84,-6.6,ok,
VB05,VOX_DOWN_CRY_01,David - Deep Southern,0.70,-6.4,ok,
VB06,VOX_DOWN_CRY_01,Antonio - Grumpy Grandpa,0.79,-2.4,ok,
VB07,VOX_DOWN_CRY_01,Jerry B. - NY Italian,0.74,-4.0,ok,
VB08,VOX_DOWN_CRY_01,Austin - Deep Raspy,0.60,-1.6,ok,
VB01,VOX_DOWN_CRY_02,Tony - Tough Cocky,1.63,-1.5,ok,
VB02,VOX_DOWN_CRY_02,Syndicate - Top G,1.35,-1.5,ok,
VB03,VOX_DOWN_CRY_02,Pauly - Brooklyn Wise Guy,2.41,-1.9,ok,
VB04,VOX_DOWN_CRY_02,Dante - Dark Mafia,1.81,-1.5,ok,
VB05,VOX_DOWN_CRY_02,David - Deep Southern,1.63,-1.5,ok,
VB06,VOX_DOWN_CRY_02,Antonio - Grumpy Grandpa,1.76,-1.5,ok,
VB07,VOX_DOWN_CRY_02,Jerry B. - NY Italian,1.76,-1.5,ok,
VB08,VOX_DOWN_CRY_02,Austin - Deep Raspy,1.76,-1.5,ok,
VB01,VOX_DOWN_CRY_03,Tony - Tough Cocky,1.86,-1.5,ok,
VB02,VOX_DOWN_CRY_03,Syndicate - Top G,1.53,-1.7,ok,
VB04,VOX_DOWN_CRY_03,Dante - Dark Mafia,2.18,-1.5,ok,
VB05,VOX_DOWN_CRY_03,David - Deep Southern,1.81,-2.5,ok,
VB06,VOX_DOWN_CRY_03,Antonio - Grumpy Grandpa,2.00,-1.5,ok,
VB07,VOX_DOWN_CRY_03,Jerry B. - NY Italian,1.86,-1.5,ok,
VB08,VOX_DOWN_CRY_03,Austin - Deep Raspy,1.81,-1.5,ok,
VB01,VOX_DOWN_CRY_04,Tony - Tough Cocky,2.14,-1.6,ok,
VB02,VOX_DOWN_CRY_04,Syndicate - Top G,1.67,-1.5,ok,
VB03,VOX_DOWN_CRY_04,Pauly - Brooklyn Wise Guy,2.04,-1.5,ok,
VB04,VOX_DOWN_CRY_04,Dante - Dark Mafia,1.90,-1.5,ok,
VB05,VOX_DOWN_CRY_04,David - Deep Southern,2.09,-8.1,ok,
VB06,VOX_DOWN_CRY_04,Antonio - Grumpy Grandpa,2.04,-1.5,ok,
VB07,VOX_DOWN_CRY_04,Jerry B. - NY Italian,1.86,-1.5,ok,
VB08,VOX_DOWN_CRY_04,Austin - Deep Raspy,1.86,-1.5,ok,
VB01,VOX_FIGHT_CURSE_01,Tony - Tough Cocky,1.35,-1.5,ok,
VB02,VOX_FIGHT_CURSE_01,Syndicate - Top G,1.35,-4.7,ok,
VB03,VOX_FIGHT_CURSE_01,Pauly - Brooklyn Wise Guy,1.81,-1.5,ok,
VB04,VOX_FIGHT_CURSE_01,Dante - Dark Mafia,1.90,-1.5,ok,
VB05,VOX_FIGHT_CURSE_01,David - Deep Southern,1.39,-3.0,ok,
VB06,VOX_FIGHT_CURSE_01,Antonio - Grumpy Grandpa,1.76,-1.6,ok,
VB07,VOX_FIGHT_CURSE_01,Jerry B. - NY Italian,1.44,-1.5,ok,
VB08,VOX_FIGHT_CURSE_01,Austin - Deep Raspy,1.44,-1.5,ok,
VB01,VOX_FIGHT_CURSE_02,Tony - Tough Cocky,0.70,-1.7,ok,
VB02,VOX_FIGHT_CURSE_02,Syndicate - Top G,0.60,-1.6,ok,
VB04,VOX_FIGHT_CURSE_02,Dante - Dark Mafia,0.84,-1.5,ok,
VB05,VOX_FIGHT_CURSE_02,David - Deep Southern,0.65,-4.0,ok,
VB06,VOX_FIGHT_CURSE_02,Antonio - Grumpy Grandpa,0.98,-1.5,ok,
VB07,VOX_FIGHT_CURSE_02,Jerry B. - NY Italian,0.70,-1.5,ok,
VB08,VOX_FIGHT_CURSE_02,Austin - Deep Raspy,0.70,-1.5,ok,
VB01,VOX_FIGHT_CURSE_03,Tony - Tough Cocky,1.25,-1.5,ok,
VB02,VOX_FIGHT_CURSE_03,Syndicate - Top G,0.98,-1.5,ok,
VB03,VOX_FIGHT_CURSE_03,Pauly - Brooklyn Wise Guy,1.44,-3.3,ok,
VB04,VOX_FIGHT_CURSE_03,Dante - Dark Mafia,1.30,-1.9,ok,
VB05,VOX_FIGHT_CURSE_03,David - Deep Southern,1.11,-4.1,ok,
VB06,VOX_FIGHT_CURSE_03,Antonio - Grumpy Grandpa,1.21,-1.9,ok,
VB07,VOX_FIGHT_CURSE_03,Jerry B. - NY Italian,1.02,-1.6,ok,
VB08,VOX_FIGHT_CURSE_03,Austin - Deep Raspy,1.16,-1.7,ok,
VB01,VOX_FIGHT_CURSE_04,Tony - Tough Cocky,1.58,-1.6,ok,
VB02,VOX_FIGHT_CURSE_04,Syndicate - Top G,1.58,-1.5,ok,
VB03,VOX_FIGHT_CURSE_04,Pauly - Brooklyn Wise Guy,1.95,-1.5,ok,
VB04,VOX_FIGHT_CURSE_04,Dante - Dark Mafia,2.32,-1.5,ok,
VB05,VOX_FIGHT_CURSE_04,David - Deep Southern,1.72,-8.4,ok,
VB06,VOX_FIGHT_CURSE_04,Antonio - Grumpy Grandpa,1.63,-1.5,ok,
VB07,VOX_FIGHT_CURSE_04,Jerry B. - NY Italian,1.67,-1.5,ok,
VB08,VOX_FIGHT_CURSE_04,Austin - Deep Raspy,1.58,-1.5,ok,
VB01,VOX_FIGHT_CURSE_05,Tony - Tough Cocky,1.76,-1.5,ok,
VB02,VOX_FIGHT_CURSE_05,Syndicate - Top G,1.49,-1.5,ok,
VB03,VOX_FIGHT_CURSE_05,Pauly - Brooklyn Wise Guy,1.95,-3.0,ok,
VB04,VOX_FIGHT_CURSE_05,Dante - Dark Mafia,1.63,-1.5,ok,
VB05,VOX_FIGHT_CURSE_05,David - Deep Southern,1.53,-2.6,ok,
VB06,VOX_FIGHT_CURSE_05,Antonio - Grumpy Grandpa,1.39,-1.5,ok,
VB07,VOX_FIGHT_CURSE_05,Jerry B. - NY Italian,1.58,-1.5,ok,
VB08,VOX_FIGHT_CURSE_05,Austin - Deep Raspy,1.49,-1.6,ok,
VB01,VOX_FIGHT_CURSE_06,Tony - Tough Cocky,1.07,-1.6,ok,
VB02,VOX_FIGHT_CURSE_06,Syndicate - Top G,1.02,-1.5,ok,
VB03,VOX_FIGHT_CURSE_06,Pauly - Brooklyn Wise Guy,1.16,-3.0,ok,
VB04,VOX_FIGHT_CURSE_06,Dante - Dark Mafia,1.30,-2.0,ok,
VB05,VOX_FIGHT_CURSE_06,David - Deep Southern,1.07,-6.8,ok,
VB06,VOX_FIGHT_CURSE_06,Antonio - Grumpy Grandpa,1.07,-1.5,ok,
VB07,VOX_FIGHT_CURSE_06,Jerry B. - NY Italian,1.07,-2.7,ok,
VB08,VOX_FIGHT_CURSE_06,Austin - Deep Raspy,1.02,-1.5,ok,
VB01,VOX_FIGHT_CURSE_07,Tony - Tough Cocky,0.93,-1.5,ok,
VB02,VOX_FIGHT_CURSE_07,Syndicate - Top G,0.70,-1.5,ok,
VB03,VOX_FIGHT_CURSE_07,Pauly - Brooklyn Wise Guy,0.93,-1.6,ok,
VB04,VOX_FIGHT_CURSE_07,Dante - Dark Mafia,1.02,-1.6,ok,
VB05,VOX_FIGHT_CURSE_07,David - Deep Southern,0.98,-7.6,ok,
VB06,VOX_FIGHT_CURSE_07,Antonio - Grumpy Grandpa,1.07,-1.5,ok,
VB07,VOX_FIGHT_CURSE_07,Jerry B. - NY Italian,0.93,-2.3,ok,
VB08,VOX_FIGHT_CURSE_07,Austin - Deep Raspy,0.93,-3.0,ok,
VB01,VOX_FIGHT_CURSE_08,Tony - Tough Cocky,1.35,-1.5,ok,
VB02,VOX_FIGHT_CURSE_08,Syndicate - Top G,1.21,-7.4,ok,
VB03,VOX_FIGHT_CURSE_08,Pauly - Brooklyn Wise Guy,1.58,-4.2,ok,
VB04,VOX_FIGHT_CURSE_08,Dante - Dark Mafia,1.58,-1.5,ok,
VB05,VOX_FIGHT_CURSE_08,David - Deep Southern,1.30,-2.4,ok,
VB06,VOX_FIGHT_CURSE_08,Antonio - Grumpy Grandpa,1.44,-1.5,ok,
VB07,VOX_FIGHT_CURSE_08,Jerry B. - NY Italian,1.25,-1.5,ok,
VB08,VOX_FIGHT_CURSE_08,Austin - Deep Raspy,1.30,-1.9,ok,
VB01,VOX_SPOT_CONTACT_01,Tony - Tough Cocky,1.02,-1.5,ok,
VB02,VOX_SPOT_CONTACT_01,Syndicate - Top G,0.84,-1.5,ok,
VB03,VOX_SPOT_CONTACT_01,Pauly - Brooklyn Wise Guy,1.39,-3.8,ok,
VB04,VOX_SPOT_CONTACT_01,Dante - Dark Mafia,1.21,-1.5,ok,
VB05,VOX_SPOT_CONTACT_01,David - Deep Southern,1.16,-4.0,ok,
VB06,VOX_SPOT_CONTACT_01,Antonio - Grumpy Grandpa,1.07,-1.5,ok,
VB07,VOX_SPOT_CONTACT_01,Jerry B. - NY Italian,1.02,-3.0,ok,
VB08,VOX_SPOT_CONTACT_01,Austin - Deep Raspy,1.07,-2.6,ok,
VB01,VOX_SPOT_CONTACT_02,Tony - Tough Cocky,0.93,-1.6,ok,
VB02,VOX_SPOT_CONTACT_02,Syndicate - Top G,1.11,-1.6,ok,
VB03,VOX_SPOT_CONTACT_02,Pauly - Brooklyn Wise Guy,1.63,-1.6,ok,
VB04,VOX_SPOT_CONTACT_02,Dante - Dark Mafia,1.58,-1.5,ok,
VB05,VOX_SPOT_CONTACT_02,David - Deep Southern,1.21,-5.4,ok,
VB06,VOX_SPOT_CONTACT_02,Antonio - Grumpy Grandpa,1.49,-1.5,ok,
VB07,VOX_SPOT_CONTACT_02,Jerry B. - NY Italian,0.98,-1.6,ok,
VB08,VOX_SPOT_CONTACT_02,Austin - Deep Raspy,1.25,-1.5,ok,
VB01,VOX_SPOT_CONTACT_03,Tony - Tough Cocky,1.07,-1.6,ok,
VB02,VOX_SPOT_CONTACT_03,Syndicate - Top G,1.07,-1.6,ok,
VB03,VOX_SPOT_CONTACT_03,Pauly - Brooklyn Wise Guy,1.30,-2.5,ok,
VB04,VOX_SPOT_CONTACT_03,Dante - Dark Mafia,1.25,-1.5,ok,
VB05,VOX_SPOT_CONTACT_03,David - Deep Southern,1.07,-3.3,ok,
VB06,VOX_SPOT_CONTACT_03,Antonio - Grumpy Grandpa,1.21,-1.5,ok,
VB07,VOX_SPOT_CONTACT_03,Jerry B. - NY Italian,1.16,-1.5,ok,
VB08,VOX_SPOT_CONTACT_03,Austin - Deep Raspy,1.07,-1.5,ok,
VB01,VOX_SPOT_CONTACT_04,Tony - Tough Cocky,1.44,-1.5,ok,
VB02,VOX_SPOT_CONTACT_04,Syndicate - Top G,1.35,-2.8,ok,
VB03,VOX_SPOT_CONTACT_04,Pauly - Brooklyn Wise Guy,1.72,-1.5,ok,
VB04,VOX_SPOT_CONTACT_04,Dante - Dark Mafia,1.67,-1.5,ok,
VB05,VOX_SPOT_CONTACT_04,David - Deep Southern,1.39,-3.6,ok,
VB06,VOX_SPOT_CONTACT_04,Antonio - Grumpy Grandpa,1.44,-1.9,ok,
VB07,VOX_SPOT_CONTACT_04,Jerry B. - NY Italian,1.07,-1.6,ok,
VB08,VOX_SPOT_CONTACT_04,Austin - Deep Raspy,1.30,-1.5,ok,
VB01,VOX_DROP_GOT_01,Tony - Tough Cocky,0.79,-1.6,ok,
VB02,VOX_DROP_GOT_01,Syndicate - Top G,0.84,-1.5,ok,
VB03,VOX_DROP_GOT_01,Pauly - Brooklyn Wise Guy,1.07,-1.8,ok,
VB04,VOX_DROP_GOT_01,Dante - Dark Mafia,0.93,-1.6,ok,
VB05,VOX_DROP_GOT_01,David - Deep Southern,0.98,-3.4,ok,
VB06,VOX_DROP_GOT_01,Antonio - Grumpy Grandpa,1.07,-2.7,ok,
VB07,VOX_DROP_GOT_01,Jerry B. - NY Italian,0.93,-1.8,ok,
VB08,VOX_DROP_GOT_01,Austin - Deep Raspy,1.07,-1.5,ok,
VB01,VOX_DROP_GOT_02,Tony - Tough Cocky,0.79,-1.5,ok,
VB02,VOX_DROP_GOT_02,Syndicate - Top G,0.70,-1.6,ok,
VB03,VOX_DROP_GOT_02,Pauly - Brooklyn Wise Guy,0.88,-4.9,ok,
VB04,VOX_DROP_GOT_02,Dante - Dark Mafia,0.74,-1.5,ok,
VB05,VOX_DROP_GOT_02,David - Deep Southern,0.56,-9.6,ok,
VB06,VOX_DROP_GOT_02,Antonio - Grumpy Grandpa,0.74,-1.6,ok,
VB07,VOX_DROP_GOT_02,Jerry B. - NY Italian,0.79,-1.8,ok,
VB08,VOX_DROP_GOT_02,Austin - Deep Raspy,0.79,-1.5,ok,
VB01,VOX_DROP_GOT_03,Tony - Tough Cocky,1.02,-1.5,ok,
VB02,VOX_DROP_GOT_03,Syndicate - Top G,0.88,-1.8,ok,
VB03,VOX_DROP_GOT_03,Pauly - Brooklyn Wise Guy,0.93,-3.5,ok,
VB04,VOX_DROP_GOT_03,Dante - Dark Mafia,0.93,-1.5,ok,
VB05,VOX_DROP_GOT_03,David - Deep Southern,0.93,-1.5,ok,
VB06,VOX_DROP_GOT_03,Antonio - Grumpy Grandpa,1.35,-1.5,ok,
VB07,VOX_DROP_GOT_03,Jerry B. - NY Italian,0.93,-1.6,ok,
VB08,VOX_DROP_GOT_03,Austin - Deep Raspy,0.88,-1.5,ok,
VB01,VOX_DROP_GOT_04,Tony - Tough Cocky,1.11,-1.5,ok,
VB02,VOX_DROP_GOT_04,Syndicate - Top G,1.21,-1.5,ok,
VB03,VOX_DROP_GOT_04,Pauly - Brooklyn Wise Guy,1.63,-2.0,ok,
VB04,VOX_DROP_GOT_04,Dante - Dark Mafia,1.53,-1.5,ok,
VB05,VOX_DROP_GOT_04,David - Deep Southern,1.53,-1.6,ok,
VB06,VOX_DROP_GOT_04,Antonio - Grumpy Grandpa,1.49,-1.5,ok,
VB07,VOX_DROP_GOT_04,Jerry B. - NY Italian,1.25,-1.5,ok,
VB08,VOX_DROP_GOT_04,Austin - Deep Raspy,1.39,-1.5,ok,
VB01,VOX_LOSS_MAN_01,Tony - Tough Cocky,1.02,-1.5,ok,
VB02,VOX_LOSS_MAN_01,Syndicate - Top G,0.84,-1.5,ok,
VB03,VOX_LOSS_MAN_01,Pauly - Brooklyn Wise Guy,1.25,-1.9,ok,
VB04,VOX_LOSS_MAN_01,Dante - Dark Mafia,1.21,-1.5,ok,
VB05,VOX_LOSS_MAN_01,David - Deep Southern,1.11,-2.0,ok,
VB06,VOX_LOSS_MAN_01,Antonio - Grumpy Grandpa,1.16,-1.5,ok,
VB07,VOX_LOSS_MAN_01,Jerry B. - NY Italian,0.98,-1.5,ok,
VB08,VOX_LOSS_MAN_01,Austin - Deep Raspy,1.21,-1.5,ok,
VB01,VOX_LOSS_MAN_02,Tony - Tough Cocky,1.44,-1.5,ok,
VB02,VOX_LOSS_MAN_02,Syndicate - Top G,1.44,-2.5,ok,
VB03,VOX_LOSS_MAN_02,Pauly - Brooklyn Wise Guy,2.04,-1.6,ok,
VB04,VOX_LOSS_MAN_02,Dante - Dark Mafia,2.14,-1.5,ok,
VB05,VOX_LOSS_MAN_02,David - Deep Southern,1.72,-5.0,ok,
VB06,VOX_LOSS_MAN_02,Antonio - Grumpy Grandpa,1.67,-1.5,ok,
VB07,VOX_LOSS_MAN_02,Jerry B. - NY Italian,1.49,-1.5,ok,
VB08,VOX_LOSS_MAN_02,Austin - Deep Raspy,1.67,-1.5,ok,
VB01,VOX_LOSS_MAN_03,Tony - Tough Cocky,1.07,-1.8,ok,
VB02,VOX_LOSS_MAN_03,Syndicate - Top G,0.84,-2.3,ok,
VB03,VOX_LOSS_MAN_03,Pauly - Brooklyn Wise Guy,1.25,-3.8,ok,
VB04,VOX_LOSS_MAN_03,Dante - Dark Mafia,1.07,-1.5,ok,
VB05,VOX_LOSS_MAN_03,David - Deep Southern,1.11,-3.1,ok,
VB06,VOX_LOSS_MAN_03,Antonio - Grumpy Grandpa,1.16,-1.5,ok,
VB07,VOX_LOSS_MAN_03,Jerry B. - NY Italian,1.07,-1.5,ok,
VB08,VOX_LOSS_MAN_03,Austin - Deep Raspy,1.07,-1.5,ok,
VB01,VOX_LOSS_MAN_04,Tony - Tough Cocky,1.35,-1.5,ok,
VB02,VOX_LOSS_MAN_04,Syndicate - Top G,1.25,-1.5,ok,
VB03,VOX_LOSS_MAN_04,Pauly - Brooklyn Wise Guy,1.44,-1.8,ok,
